genres_1,genres_2,budget,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,popularity,production_companies,revenue,runtime,title,vote_average,vote_count
Adventure,Action,2000000,explosive,boomerang,pilot,chase,post-apocalyptic,dystopia,37.117362,Kennedy Miller Productions,24600832,95,Mad Max 2: The Road Warrior,7.3,957
Action,Comedy,0,fathersonrelationship,martialarts,showdown,fistfight,friendship,duel,15.046612,Paragon Films Ltd.,0,102,The Legend of Drunken Master,7.2,242
Crime,Drama,2000000,rape,sex,identity,smalltown,love,friends,15.557144,Fox Searchlight Pictures,11540607,118,Boys Don't Cry,7.2,353
Horror,Mystery,2000000,supernatural,remake,suspense,beerbottle,realtime,candelabra,11.66632,Elle Driver,13101672,85,Silent House,5.2,125
Drama,Thriller,2000000,germany,berlin,suicide,berlinwall,corruption,germandemocraticrepublic,34.938177,Arte,70000000,137,The Lives of Others,7.9,958
Drama,,1000000,father,faith,,,,,5.961119,TriStar Pictures,34522221,129,Courageous,6.8,77
Drama,,2000000,suicide,gambling,manager,alcohol,basedonnovel,bar,17.639478,Twentieth Century Fox Film Corporation,7600000,134,The Hustler,7.6,240
Adventure,Drama,2000000,partnership,oil,oiltycoon,wildcatter,oilfield,,1.867004,Metro-Goldwyn-Mayer (MGM),9172000,119,Boom Town,6.5,8
Adventure,Animation,8000000,france,kidnapping,boy,biker,tourdefrance,mafia,13.944645,Sony Pictures Classics,1477676,80,The Triplets of Belleville,7.3,231
Drama,Comedy,0,,,,,,,2.304552,Miramax Films,0,89,Smoke Signals,6.6,24
Comedy,Drama,0,biography,independentfilm,v.a.hospital,junksale,jellybean,greetingcard,7.792851,NULL,6003587,101,American Splendor,7.1,120
Drama,Romance,2700000,paris,journalist,dialogue,talking,soulmates,walking,14.799323,Castle Rock Entertainment,15992615,80,Before Sunset,7.6,718
Drama,Thriller,2000000,homelessperson,mexicocity,daughter,secretlove,dogfight,money,23.281616,Altavista Films,20908467,154,Amores perros,7.6,521
Crime,Drama,2000000,cheating,dysfunctionalfamily,teenangst,underagedrinking,domesticviolence,makeover,20.331593,Fox Searchlight Pictures,4601043,100,Thirteen,6.7,339
Drama,Romance,2000000,antisemitism,soldier,,,,,5.381536,Twentieth Century Fox Film Corporation,7800000,118,Gentleman's Agreement,6.8,47
Drama,,2000000,father,court,bail,drugtrade,girl,aftercreditsstinger,20.834883,Anonymous Content,13831503,100,Winter's Bone,6.8,565
Documentary,Action,0,wound,mountaineer,peru,sport,glacier,climbing,14.045887,Darlow Smithson Productions,13885802,106,Touching the Void,7.6,138
Drama,Music,2000000,dance,ragtime,concerttour,,,,0.483974,Twentieth Century Fox Film Corporation,4000000,106,Alexander's Ragtime Band,4.8,6
Comedy,Drama,0,brotherbrotherrelationship,playground,independentfilm,sextalk,artgallery,separation,9.719094,IFC Films,0,90,Me and You and Everyone We Know,7,107
Documentary,,2000000,corruption,capitalism,globalization,bank,banker,fraud,16.930914,Sony Pictures Classics,7871522,109,Inside Job,7.7,286
Drama,Music,6000000,dj,,,,,,28.819424,Working Title Films,11122090,96,We Are Your Friends,6.3,658
Crime,Drama,0,deportation,hitman,missionofmurder,book,code,telescope,18.223139,Bac Films,0,116,Ghost Dog: The Way of the Samurai,7.2,298
Crime,Drama,2000000,watchingamovie,playingpool,vinegar,,,,12.999023,The Weinstein Company,5967038,120,Harsh Times,6.3,197
Crime,Drama,2000000,hostage,basedontruestory,murder,independentfilm,singlemother,drug,6.728882,Itaca Films,2801508,97,Captive,5.6,92
Comedy,Drama,2000000,independentfilm,,,,,,1.95686,Miramax Films,2506446,96,Full Frontal,4.8,26
Horror,,0,ax,possession,psychicpower,ouija,ouijaboard,evilspirit,7.151154,NULL,0,98,Witchboard,5.9,58
Romance,Drama,2000000,gay,newyork,freelove,swingerclub,transsexuality,sex,14.846001,Fortissimo Films,5179037,101,Shortbus,6.3,140
Drama,Animation,2000000,israel,palestine,middleeast,lebanon,nightmare,middleeastconflict,14.08251,Les Films d'Ici,11125849,90,Waltz with Bashir,7.8,291
,,2000000,,,,,,,0.031947,NULL,1672730,120,"The Book of Mormon Movie, Volume 1: The Journey",5,2
Documentary,,2000000,whitehouse,occupyingpower,independentfilm,incompetence,irak,superpower,2.283796,NULL,1431623,102,No End in Sight,7.2,23
Drama,Romance,2000000,1970s,teenagegirl,oldermanyoungerwomanrelationship,basedongraphicnovel,teenagesexuality,womandirector,18.224326,Caviar Films,1477002,98,The Diary of a Teenage Girl,6.8,279
Documentary,,2000000,nasa,spacemission,rocket,moonlanding,space,astronaut,3.43159,Film4,0,109,In the Shadow of the Moon,7.6,31
Drama,Western,0,gold,oregon,thirst,tree,settler,familyrelationships,4.749885,Film Science,876302,104,Meek's Cutoff,6.5,77
History,Documentary,2000000,usa,1970s,sexualrevolution,unsimulatedsex,,,3.980072,NULL,653621,92,Inside Deep Throat,6.8,31
Drama,Action,0,,,,,,,1.096355,Access Motion Picture Group,0,99,Dinner Rush,7.1,19
Comedy,Drama,0,independentfilm,womandirector,,,,,1.196943,NULL,0,96,Clockwatchers,5.6,13
Comedy,,2000000,lossofvirginity,teenageboy,teencomedy,teenagesexuality,foundfootage,sexcomedy,3.125382,Gary Sanchez Productions,563706,120,The Virginity Hit,4.6,19
Action,Thriller,2000000,paris,cultureclash,subway,metropolis,blackmail,document,5.261065,Gaumont,390659,104,Subway,6.3,86
Comedy,Drama,0,self-discovery,friendship,,,,,6.337735,Tribeca Productions,0,97,House of D,6.1,23
Comedy,Horror,0,,,,,,,7.359286,Teeth,0,94,Teeth,5.2,210
Action,Adventure,2000000,independentfilm,,,,,,1.892183,HSX Films,124494,91,Six-String Samurai,5.8,36
,,0,,,,,,,0.001186,NULL,0,0,Hum To Mohabbat Karega,0,0
Drama,Comedy,2000000,discjockey,lossoffamily,cocaine,comeback,recordingstudio,british,3.911445,NULL,120620,90,It's All Gone Pete Tong,7.1,52
Comedy,,3800000,independentfilm,aftercreditsstinger,,,,,2.559806,NULL,111731,84,Saint John of Las Vegas,5.9,18
Comedy,Drama,0,transporter,sport,friends,nottingham,,,0.744406,Scala Films,0,96,24 7: Twenty Four Seven,6.3,10
Drama,,13500000,stonewallriot,,,,,,5.16023,Centropolis Entertainment,187674,129,Stonewall,5.2,32
Animation,Family,7000000,,,,,,,0.253595,Walt Disney Pictures,1100000,93,Roadside Romeo,6.7,3
Drama,Action,0,heistmafiainternet,,,,,,0.046868,NULL,0,100,This Thing of Ours,5,1
Adventure,Family,0,,,,,,,2.952932,Kaos Entertainment,0,97,The Lost Medallion: The Adventures of Billy Stone,5.6,13
Comedy,Drama,0,wife,musical,marriage,divorce,,,5.563068,Lucky Monkey Pictures,0,94,The Last Five Years,5.5,143
Comedy,Drama,0,detective,independentfilm,train,alcoholic,missingperson,,1.161034,Strand Releasing,0,95,The Missing Person,6.4,9
Comedy,Science Fiction,2000000,gang,zombie,,,,,7.502934,Ozla Productions,54207,97,Return of the Living Dead 3,5.9,88
Drama,Action,0,newyork,celebration,,,,,5.350423,Destination Films,0,92,London,6.1,96
Drama,,2000000,independentfilm,motherdaughterrelationship,womandirector,,,,4.261509,Red Envelope Entertainment,622806,96,Sherrybaby,6.3,41
Horror,Science Fiction,0,survival,execution,stranger,nomemory,,,6.752141,Votiv Films,0,87,Circle,6,333
Horror,Thriller,0,beach,wifehusbandrelationship,lake,camping,rottweiler,sadism,20.362373,Aramid Entertainment Fund,3983997,91,Eden Lake,6.7,406
Thriller,,0,womandirector,,,,,,5.099368,Blumhouse Productions,0,98,Plush,5.4,40
Horror,Comedy,0,femalenudity,horror,darkcomedy,femalehomosexuality,femalevampire,,6.632891,AV Pictures,0,86,Lesbian Vampire Killers,5.3,124
Drama,Action,0,hearing,gangofthieves,organizedcrime,,,,1.717376,Muti Films,0,120,Gangster's Paradise: Jerusalema,6.8,16
Thriller,Drama,0,lossoffamily,camcorder,alibi,suspect,murder,,4.922397,NULL,0,99,Freeze Frame,6.9,18
Thriller,Horror,1000000,camcorder,reality,insaneasylum,paranormal,haunting,psychiatrichospital,13.222268,Darclight,0,92,Grave Encounters,6.1,381
Horror,,100000,slapstick,teenangst,slaughter,darkcomedy,supernaturalbeing,killerclown,7.447714,B\u00f3rd Scann\u00e1n na h\u00c9ireann,95000,86,Stitches,5.5,92
Crime,Drama,2000000,kidnapping,murder,suspense,,,,9.68793,Hartbreak Films,0,98,Nine Dead,5.2,84
Documentary,,2,music,actors,legendaryperfomer,classichollywood,franksinatra,singers,0.050625,Eyeline Entertainment,0,,"To Be Frank, Sinatra at 100",0,0
Comedy,,2000000,revolution,politicalactivism,loser,,,,5.941852,United Artists,11833696,82,Bananas,6.7,165
Thriller,,0,,,,,,,0.174311,NULL,0,103,Supercapitalist,3.5,2
Action,Adventure,0,,,,,,,0.361554,Rockaway the Movie,0,76,Rockaway,5.8,2
Crime,Drama,2300000,newyork,sanfrancisco,aquarium,shanghai,yacht,romanticrivalry,8.055084,Columbia Pictures Corporation,0,87,The Lady from Shanghai,7.2,102
Horror,Thriller,2000000,sheriff,robber,burnedalive,gore,serialkiller,grimreaper,4.346271,Institutio,0,88,No Man's Land: The Rise of Reeker,4.4,27
Action,Adventure,14000000,roadmovie,,,,,,3.419685,Alex Entertainment Inc.,0,97,Highway,5.6,37
Comedy,Crime,2000000,,,,,,,5.100741,Deviant Films,0,96,Small Apartments,5.7,50
Comedy,,0,coffeeshop,slacker,thirtysomething,carefree,,,2.253589,NULL,0,87,Coffee Town,6.7,45
Comedy,Fantasy,0,,,,,,,0.209475,NULL,0,106,The Ghastly Love of Johnny X,6.6,8
Comedy,Drama,0,christmastree,salesman,frenchcanadian,,,,3.613577,Sidney Kimmel Entertainment,0,107,All Is Bright,5.3,36
Mystery,Horror,0,snake,cut-offarm,pit,revitalization,descendant,count,1.296784,Constantin Film Produktion,0,85,The Torture Chamber of Dr. Sadism,6.3,12
Comedy,Drama,7000000,brotherbrotherrelationship,drugaddiction,sister-in-law,,,,4.50829,Nu Image Films,0,88,Straight A's,5.2,46
Comedy,Music,0,virgin,ancientrome,freedom,sondheim,slave,basedonstagemusical,8.902102,United Artists,0,99,A Funny Thing Happened on the Way to the Forum,6.1,24
Documentary,,0,presidentialelections,,,,,,1.619635,NULL,0,102,Slacker Uprising,5.9,10
Action,Adventure,0,basedonrealevents,,,,,,1.002585,Silver Sail Entertainment,0,108,The Legend of Hell's Gate: An American Conspiracy,3.9,8
Science Fiction,Comedy,0,spoof,zombie,,,,,1.332804,Splendid Film,0,90,The Walking Deceased,4.2,35
Thriller,Mystery,2000000,self-defense,carmechanic,graduation,highschool,shooting,party,2.00163,Myriad Pictures,0,89,The Curse of Downers Grove,4.4,24
Thriller,,2000000,lake,sharkattack,,,,,1.187764,FLF Films,0,92,Shark Lake,4.4,19
Crime,Drama,19000000,sex,police,friends,murder,,,6.463806,Hemdale Film,0,99,River's Edge,6.7,59
Fantasy,Drama,0,,,,,,,1.980265,NULL,0,103,Northfork,6.7,24
Thriller,Action,1950000,,,,,,,3.696123,WWE Studios,0,90,The Marine 4: Moving Target,5.8,49
Drama,Thriller,1987650,isolation,coffin,raceagainsttime,buriedalive,survival,terrorism,32.841229,Studio 37,19152480,94,Buried,6.6,827
Drama,Comedy,0,beach,wales,friendship,bullying,teenagegirl,lossofvirginity,8.518866,Film4,864659,97,Submarine,7.4,443
Documentary,Drama,0,womandirector,,,,,,4.892203,Roast Beef Productions,0,88,The Square,7.8,55
Drama,,0,france,musician,investigation,sadomasochism,independentfilm,relationship,4.665026,R\u00e9gion Provence C\u00f4te d'Azur,0,95,One to Another,5.8,12
Drama,Music,0,underdog,competition,dance,musical,drama,,1.294967,UTV Motion Pictures,222000,160,ABCD (Any Body Can Dance),5.6,10
Thriller,Documentary,0,judge,juggler,passion,reality,streetartist,jail,14.331992,UK Film Council,2957978,94,Man on Wire,7.5,275
Drama,Thriller,0,supervivencia,,,,,,3.068463,Making Movies,0,82,Abandoned,5.8,27
Drama,,1900000,,,,,,,1.367751,NULL,0,89,Brotherly Love,6.9,21
Horror,Drama,1800000,exorcism,fraud,evilspirit,humansacrifice,mockumentary,preacher,14.838986,Strike Entertainment,67738090,87,The Last Exorcism,5.6,328
Drama,,0,musician,musical,biography,teenager,darkpast,hitbyacar,1.950959,Ecosse Films,0,98,Nowhere Boy,7.2,244
Drama,,1800000,southernusa,rape,sistersisterrelationship,lossofsenseofreality,brother-in-law,violenthusband,14.884756,Charles K. Feldman Group,8000000,125,A Streetcar Named Desire,7.6,281
Drama,Comedy,1800000,usapresident,general,coldwar,strategicaircommand,nuclearmissile,warroom,41.996783,Hawk Films,9440272,95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8,1442
Drama,Romance,1800000,heartattack,drugtraffic,drugcrime,mexicanprovince,celibacy,priest,2.179428,Instituto Mexicano de Cinematograf\u00eda,0,118,The Crime of Padre Amaro,6.2,36
Drama,Fantasy,1800000,refugeecamp,hurricane,fantasy,flooding,globalwarming,drama,12.471239,Journeyman Pictures,21107746,93,Beasts of the Southern Wild,6.8,403
Action,Science Fiction,1700000,post-apocalyptic,dystopia,ape,,,,13.315383,Twentieth Century Fox Film Corporation,8844595,93,Battle for the Planet of the Apes,5.5,215
Drama,Music,0,musical,independentfilm,womandirector,,,,3.363321,Rigas Entertainment,0,109,Songcatcher,5.6,9
Drama,Thriller,2000000,baby,wifehusbandrelationship,christian,faith,independentfilm,evangelicalchristianity,1.699101,NULL,841733,109,Higher Ground,5.3,14
Comedy,Romance,0,teenagelove,,,,,,0.320387,Nic Arts,0,155,Vaalu,6.7,5
Comedy,Documentary,0,comedian,comedy,duringcreditsstinger,,,,0.692497,Snoot Entertainment,621951,87,The Greatest Movie Ever Sold,6.4,88
Comedy,,0,chainsaw,macabre,unclenephewrelationship,,,,0.023436,NULL,0,93,Ed and His Dead Mother,5.5,12
Adventure,Drama,0,illusion,independentfilm,bhutan,storyinstory,weaver,storytelling,0.749699,Prayer Flag Pictures,0,108,Travellers and Magicians,6.8,9
Western,,1800000,prison,judge,marshal,deathpenalty,oklahoma,widow,11.756943,United Artists,6800000,114,Hang 'em High,6.7,192
Crime,Drama,0,,,,,,,0.225627,Twentieth Century Fox Film Corporation,0,87,Deadline - U.S.A.,6.9,17
Horror,Thriller,0,nurse,psychology,suspense,blood,hospital,,6.833164,Raw Feed,0,113,Sublime,5.3,33
Thriller,Comedy,0,snuff,,,,,,0.060127,NULL,0,87,A Beginner's Guide to Snuff,0,0
Action,Science Fiction,1800000,ufo,extraterrestrial,spaceship,alien,,,1.959405,Independence Day Productions,0,86,Independence Daysaster,4.2,22
Comedy,Romance,1800000,,,,,,,0.21544,NULL,0,101,Dysfunctional Friends,5,4
Action,Drama,1530000,berlin,casino,nun,redhair,running,homelessperson,27.36562,X-Filme Creative Pool,7267585,81,Run Lola Run,7.2,664
Drama,Horror,500000,difficultchildhood,psychoterror,murder,loneliness,artificial,,8.650779,A Loopy Production LLC,150277,93,May,6.3,152
Adventure,Family,1493619,cave,planewreck,salmon,bears,northerncanada,wolves,2.492747,Against the Wild Films,0,90,Against the Wild,4.9,19
Drama,,0,independentfilm,womandirector,,,,,2.756435,The Weinstein Company,23311391,106,Under the Same Moon,7,28
Action,Science Fiction,1700000,circus,pet,humanbeing,dystopia,insurrection,army,18.828683,Twentieth Century Fox Film Corporation,9700000,88,Conquest of the Planet of the Apes,6.1,236
Drama,Thriller,1700000,agedifference,fishing,arbitrarylaw,conductor,exhusband,single,6.979638,Miramax Films,0,130,In the Bedroom,6.4,89
Thriller,Crime,2000000,rape,fondling,revenge,writer,strangulation,femalewriter,26.281839,Anchor Bay Films,572809,108,I Spit on Your Grave,6.3,519
Comedy,Crime,1700000,smalltown,texas,conman,fraud,independentfilm,mistakenidentity,2.079125,Miramax Films,1943649,98,"Happy, Texas",5.5,39
Drama,Thriller,0,england,brothersisterrelationship,becominganadult,northernengland,femalefriendship,moped,3.939753,NULL,0,86,My Summer of Love,6,59
Drama,Romance,1000000,,,,,,,14.017809,UTV Motion Pictures,4235151,104,The Lunchbox,7.3,221
Drama,Romance,0,womandirector,,,,,,3.677831,GreeneStreet Films,0,100,Yes,5.9,7
Comedy,Romance,1644736,monopoly,tycoon,house,love,friends,eccentric,3.426314,Columbia Pictures,7433101,126,You Can't Take It With You,7.2,79
War,Drama,1650000,hawaii,harassment,pearlharbor,bombing,militarylife,armybase,6.915201,Columbia Pictures Corporation,30500000,118,From Here to Eternity,7.2,133
Western,,1600000,captain,fort,retirement,attack,cavalry,,8.535178,RKO Radio Pictures,5400000,103,She Wore a Yellow Ribbon,7.1,61
Drama,Music,0,christian,,,,,,2.160586,Coram Deo Studios,0,102,Grace Unplugged,6,24
Comedy,Drama,0,independentfilm,sexualhumor,drughumor,,,,0.796009,No Limit Films,6033999,84,Foolish,6.3,3
Drama,Crime,0,,,,,,,0.13456,NULL,2592808,0,N-Secure,4.3,4
Drama,Comedy,0,women,hairdresser,sistersisterrelationship,newlove,unexpectedhappiness,virgin,4.554574,Bac Films,0,96,Caramel,6.8,52
Thriller,Horror,0,,,,,,,3.215465,Participant Media,0,92,Out of the Dark,4.6,55
Drama,Romance,0,gay,,,,,,1.49436,Metro Productions,0,114,The Bubble,7.6,20
Crime,Drama,1600000,sanfrancisco,paranoia,audiotape,wiretap,shadowing,,20.810292,Paramount Pictures,4420000,113,The Conversation,7.5,372
Romance,,0,,,,,,,0.122704,Entertainment One Pvt. Ltd.,0,0,Dil Jo Bhi Kahey...,0,0
Crime,Drama,0,exoticisland,secret,loveofone'slife,plantation,marriage,mailorderbride,3.654018,Les Films du Carrosse,0,123,Mississippi Mermaid,6.7,32
Drama,Mystery,0,,,,,,,3.313339,NULL,0,111,I Love Your Work,6.5,2
Horror,,0,vacation,remake,woods,burnedalive,murder,gore,5.379319,Armory Films,0,99,Cabin Fever,4.4,111
Comedy,,2000000,waitress,unwillinglypregnant,womandirector,,,,9.67299,Night and Day Pictures,22179430,108,Waitress,6.7,129
Action,,1500000,martialarts,biography,sport,sensei,mixedmartialarts,hongkong,17.49699,Cannon Films,11806119,92,Bloodsport,6.6,363
Comedy,Drama,1500000,corruption,washingtond.c.,senate,senator,governor,politician,12.2624,Columbia Pictures,9600000,129,Mr. Smith Goes to Washington,7.9,241
Drama,Crime,1500000,puberty,firsttime,,,,,13.291991,Miramax Films,7412216,91,Kids,6.8,279
Comedy,Drama,1500000,childhoodmemory,uniform,independentfilm,private,tryst,,13.788054,Destination Films,11098131,81,The Squid and the Whale,6.9,226
Comedy,,1000000,jew,basedonplay,independentfilm,gayrelationship,lesbian,bisexual,3.990215,Fox Searchlight Pictures,10013424,97,Kissing Jessica Stein,5.9,48
Action,Drama,17000000,martialarts,kickboxing,martialartstournament,reboot,thaiboxing,,6.526588,Radar Pictures,0,90,Kickboxer: Vengeance,4.5,99
Drama,Mystery,1500000,amnesia,insaneasylum,suspense,,,,11.145915,Selznick International Pictures,7000000,111,Spellbound,7.3,160
Drama,Mystery,0,secret,nightclub,petshop,independentfilm,unhappiness,,5.446832,Miramax Films,0,103,Exotica,6.5,64
Romance,Comedy,1500000,prison,gambling,compulsivegambling,,,,10.009994,NULL,2375097,110,Buffalo '66,7.1,166
Horror,Thriller,1500000,medium,evilspirit,housewarming,aftercreditsstinger,,,58.594852,Alliance Films,97009150,103,Insidious,6.8,1737
Comedy,Crime,1500000,california,cocaine,future,punk,theory,music,11.35344,Edge City,2300000,92,Repo Man,6.7,144
Crime,Drama,1500000,hotel,conman,stamp,police,partner,money,8.589355,Naya Films S.A.,0,114,Nine Queens,7.4,153
Documentary,,0,israel,army,intelligenceagency,shinbet,,,2.828303,Les Films du Poisson,0,101,The Gatekeepers,6.5,39
Drama,,1500000,femalenudity,runaway,commune,egg,independentfilm,arson,3.618646,Elevation Filmworks,712294,111,The Ballad of Jack and Rose,6.5,43
Comedy,Romance,1500000,sex,sexuality,irony,sarcasm,naivety,blackhumor,15.017068,3 Arts Entertainment,3566225,104,The To Do List,5.5,342
Action,Crime,1500000,paris,prostitute,robbery,drugabuse,aids,bank,5.817519,Live Entertainment,418961,96,Killing Zoe,6.1,111
Drama,,1500000,bomb,jewry,worldwarii,jewishlife,jew,synagogue,9.856826,Fuller Films,416925,98,The Believer,6.8,151
Drama,Romance,0,suicide,depression,smalltown,familyrelationships,younglove,,4.262374,Crossroads Films,414404,106,Snow Angels,6.5,48
Thriller,Action,0,,,,,,,0.06124,NULL,0,93,Unsullied,3,1
Horror,Mystery,1500000,schizophrenia,lunaticasylum,psychology,relation,coin,taperecorder,11.064228,October Films,373967,100,Session 9,6.2,251
Comedy,Romance,0,independentfilm,,,,,,1.742383,NULL,0,80,I Want Someone to Eat Cheese With,5.7,12
Drama,,0,independentfilm,,,,,,0.414754,NULL,330048,95,Mooz-lum,4.5,3
Comedy,Horror,0,neworleans,alligator,malefriendship,ax,swampf,serialkiller,12.677016,ArieScope Pictures,0,83,Hatchet,5.7,159
Drama,Comedy,1,factory,ambulance,invention,tramp,greatdepression,industrialrevolution,28.27648,United Artists,8500000,87,Modern Times,8.1,856
Drama,Family,0,,,,,,,0.87066,NULL,0,91,Stolen Summer,6.4,9
Comedy,Horror,1500000,parody,parallelworld,,,,,7.5591,Dark Horse Entertainment,173066,86,My Name Is Bruce,5.9,107
Comedy,,1500000,independentfilm,,,,,,2.02817,NULL,0,0,The Salon,3.5,1
Comedy,,1500000,roadtrip,stand-upcomedy,romanticcomedy,travel,,,0.859014,Sontalia,0,97,Road Hard,6.6,8
Drama,Romance,1500000,independentfilm,,,,,,0.071377,Charlie Guidance,0,108,Forty Shades of Blue,6,2
Drama,History,1200000,ambush,rebel,rain,village,arrest,friendship,0.193172,Anarchist's Convention Films,0,128,Amigo,6,2
Horror,Mystery,1500000,discjockey,radiostation,winter,survival,zombie,fear,4.680206,Ponty Up Pictures,32000,93,Pontypool,6.6,183
Drama,,2000000,california,sex,bar,motel,highway,reunion,1.20173,Plum Pictures,0,90,Trucker,6.8,16
Romance,Comedy,1,,,,,,,0.094105,NULL,0,90,Me You and Five Bucks,10,2
Horror,Thriller,1500000,witch,coven,salemmassachusetts,satanic,,,14.504326,Alliance Films,1165882,101,The Lords of Salem,5.1,242
Horror,Comedy,0,hauntedhouse,father-in-law,superstition,housearrest,basement,mystery,10.322858,Semi-Professional,0,109,Housebound,6.5,358
Documentary,,0,usa,capitalism,departmentstore,protest,community,middleclass,1.404175,Brave New Films,0,98,Wal-Mart: The High Cost of Low Price,6.9,24
Comedy,Drama,1,independentfilm,,,,,,0.077876,Cheap and Dirty Productions Inc.,0,87,Fetching Cody,6.8,6
Drama,Comedy,0,,,,,,,0.35819,NULL,0,98,Last I Heard,6,1
Comedy,Drama,9000000,bankrobbery,,,,,,9.159265,Mandragora Movies,0,112,Closer to the Moon,6.4,13
Science Fiction,,0,winter,mutant,post-apocalyptic,dystopia,meteor,politicsofscarcity,1.893697,Nomadic Pictures,1500000,85,Mutant World,2.6,9
Comedy,Family,0,,,,,,,0.71087,NULL,0,102,Growing Up Smith,7.4,7
Thriller,Action,0,,,,,,,1.105357,Status Media & Entertainment,0,102,Checkmate,4.2,13
Drama,Mystery,1500000,,,,,,,2.815228,AST Studios,0,90,#Horror,3.3,52
Action,Horror,0,,,,,,,0.446858,NULL,0,93,Wind Walkers,7.5,6
Fantasy,Animation,1488423,poison,witch,becominganadult,sadness,queen,attemptedmurder,80.171283,Walt Disney Productions,184925486,83,Snow White and the Seven Dwarfs,6.9,1914
Drama,Foreign,1400000,hotel,teenagegirl,doctor,womandirector,spanishmovie,,0.684881,R&C Produzioni,0,106,The Holy Girl,6.8,10
Western,,1455000,nativeamerican,gunfighter,huntingparty,,,,3.598457,Central Cinema Company Film,2620000,113,Shalako,5.4,12
Adventure,Comedy,1,,,,,,,1.452152,NULL,0,94,Incident at Loch Ness,5.9,18
Drama,,2000000,undercover,dog,animalwelfare,animalrightsorganization,puppymill,animalrescues,1.193219,ESX Productions,0,101,The Dog Lover,5.3,6
Horror,Thriller,3150000,femalenudity,sex,shower,sauna,nudity,securitycamera,8.039223,Brookstreet Pictures,0,100,GirlHouse,5.2,97
Drama,Crime,0,murder,suspense,loveaffair,policeinterrogation,murdertrial,,2.486992,Alfama Films,0,75,The Blue Room,6.2,32
Thriller,Horror,0,ghoststory,,,,,,0.43049,Allure Entertainment,0,91,House at the End of the Drive,0,0
Family,Adventure,1377800,submarine,dccomics,missile,sharkattack,rescue,shark,9.815394,Twentieth Century Fox Film Corporation,0,105,Batman,6.1,203
Comedy,Crime,1350000,ambush,alcohol,shotgun,tea,joint,machismo,16.032594,Handmade Films Ltd.,3897569,105,"Lock, Stock and Two Smoking Barrels",7.5,1648
Western,,0,,,,,,,0.592821,Moctesuma Esparza Productions,0,104,The Ballad of Gregorio Cortez,0,0
Drama,,1300000,suicide,fathersonrelationship,childabuse,sexualabuse,depression,parentskidsrelationship,10.240917,Nordic Film,0,105,The Celebration,7.7,207
Comedy,Drama,0,bar,alcoholism,independentfilm,drinking,,,3.443916,NULL,0,95,Trees Lounge,6.7,51
Drama,,1300000,vietnam,independentfilm,,,,,0.072066,NULL,639000,135,Journey from the Fall,5,1
Drama,,0,,,,,,,0.430758,NULL,619042,105,The Basket,6.5,6
Horror,Comedy,0,cannibal,sleepwalking,artteacher,,,,0.143784,Det Danske Filminstitut,1632,79,Eddie: The Sleepwalking Cannibal,6.1,30
Drama,Action,0,biography,,,,,,0.077873,Kirghizfilm,0,135,Queen of the Mountains,0,0
Science Fiction,,0,post-apocalyptic,dystopia,canuxploitation,,,,0.319792,New World Pictures,0,88,Def-Con 4,2.8,10
Action,Comedy,1000000,independentfilm,,,,,,1.600797,ContentFilm,0,85,The Hebrew Hammer,5.9,18
Comedy,Romance,0,musical,,,,,,0.285131,Yash Raj Films,0,122,Neal 'n' Nikki,2.3,4
Comedy,,0,duringcreditsstinger,,,,,,5.628399,Silver Nitrate Films,0,82,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34
Drama,Horror,0,independentfilm,,,,,,5.065752,Capstone Entertainment Group,0,103,Forget Me Not,5,66
Drama,Mystery,1288000,montecarlo,basedonnovel,agedifference,secret,obsession,bride,18.426825,Selznick International Pictures,6000000,130,Rebecca,7.7,336
Horror,Thriller,1250000,camping,summercamp,gore,slasher,bhorror,brisbanequeensland,16.517777,Paramount Pictures,21722776,87,Friday the 13th Part 2,6,315
Drama,,1250000,desperation,weekend,delirium,addiction,alcoholism,writer,6.903314,Paramount,11000000,101,The Lost Weekend,7.4,112
Horror,Science Fiction,1250000,monster,mutant,shower,police,bloodsplatter,toxic,4.45544,New World Pictures,3412497,88,C.H.U.D.,5.3,62
Drama,,0,,,,,,,0.106949,NULL,0,100,Filly Brown,5.9,10
Adventure,Animation,15000000,palmsunday,jerusalemjudah,bethlehemjudah,,,,0.165909,Sunrise Productions,0,87,The Lion of Judah,5.8,2
Crime,Drama,1250000,clocktower,infidelity,self-defense,waterfall,delirium,murder,9.903992,Twentieth Century Fox Film Corporation,8500000,92,Niagara,6.7,79
Drama,,1250000,wales,ruralsetting,coalmining,,,,7.70019,Twentieth Century Fox Film Corporation,6000000,118,How Green Was My Valley,6.8,72
Thriller,Comedy,0,,,,,,,4.480579,40 Acres & A Mule Filmworks,0,123,Da Sweet Blood of Jesus,4.1,13
Drama,,1200000,sexualobsession,sex,sexuality,camcorder,spanner,orgasm,10.869492,Miramax Films,0,100,"Sex, Lies, and Videotape",6.7,185
Horror,Mystery,1200000,shotgun,basedonshortfilm,sadist,pistol,chained,bludgeoning,63.655973,Lions Gate Films,103911669,103,Saw,7.2,2184
